CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
30300,,16069,"Nez Perce County, ID",County or equivalent,39265,39270,39315,39438,39504,39798,39841,39995,40136,40289,40256,40408,42090,42088,42454
15380,,36063,"Niagara County, NY",County or equivalent,216469,216480,216475,215719,214713,214105,213305,212358,211554,210848,210060,209281,212666,212252,211653
31860,,27103,"Nicollet County, MN",County or equivalent,32727,32729,32758,32966,33020,32981,33370,33526,33720,34052,34199,34274,34454,34490,34332
28340,,18113,"Noble County, IN",County or equivalent,47536,47538,47454,47294,47190,47240,47367,47515,47398,47329,47543,47744,47457,47379,47227
49380,,27105,"Nobles County, MN",County or equivalent,21378,21378,21425,21621,21736,21797,21698,21748,21878,21671,21744,21629,22290,22183,21991
32340,,29147,"Nodaway County, MO",County or equivalent,23370,23373,23401,23433,23327,23151,22981,22625,22455,22401,22223,22092,21241,21218,21160
45020,,48353,"Nolan County, TX",County or equivalent,15216,15213,15244,15143,14932,15068,15126,15111,15044,14854,14799,14714,14738,14721,14597
47260,,51710,"Norfolk city, VA",County or equivalent,242803,242827,242999,243655,246149,245468,246576,246457,245680,244543,243585,242742,238005,237591,235089
14460,14454,25021,"Norfolk County, MA",County or equivalent,670850,670910,673019,677782,682865,688345,692239,694502,697079,700599,703230,706775,725981,726025,724505
40260,,37131,"Northampton County, NC",County or equivalent,22099,22106,22039,21916,21285,20856,20652,20533,20127,19890,19698,19483,17471,17438,17129
10900,,42095,"Northampton County, PA",County or equivalent,297735,297712,297935,298266,299022,298955,299598,300090,301307,302801,304564,305285,312951,312855,313628
44980,,42097,"Northumberland County, PA",County or equivalent,94528,94476,94293,94392,94410,93877,93590,92878,92283,91721,91080,90843,91647,91471,91266
13720,,51720,"Norton city, VA",County or equivalent,3958,3993,4012,4087,4124,4099,4135,4009,3972,3918,3972,3981,3687,3679,3666
18580,,48355,"Nueces County, TX",County or equivalent,340223,340223,340245,343263,347939,352946,356657,360504,361642,361235,362026,362294,353178,353090,353079
37220,,32023,"Nye County, NV",County or equivalent,43946,43945,43844,43976,43585,42869,42840,42966,43248,43977,45186,46523,51591,51968,53450
19820,47664,26125,"Oakland County, MI",County or equivalent,1202362,1202384,1203106,1212643,1223598,1235468,1242853,1244602,1251027,1256016,1256694,1257584,1274395,1272408,1270017
46460,,47131,"Obion County, TN",County or equivalent,31807,31807,31822,31675,31310,31017,30828,30561,30547,30375,30274,30069,30787,30716,30466
35620,35154,34029,"Ocean County, NJ",County or equivalent,576567,576546,577564,578876,579932,582059,584447,587091,590897,595424,601478,607186,637229,638824,648998
12020,,13219,"Oconee County, GA",County or equivalent,32808,32831,32925,33264,33514,34077,35072,35853,36929,38122,39478,40280,41799,42021,43023
42860,,45073,"Oconee County, SC",County or equivalent,74273,74285,74348,74252,74551,74937,75219,75863,76535,77388,78307,79546,78607,78638,79203
24580,,55083,"Oconto County, WI",County or equivalent,37660,37660,37717,37574,37418,37366,37460,37472,37475,37531,37824,37930,38965,39043,39356
40300,,17141,"Ogle County, IL",County or equivalent,53497,53490,53414,53064,52776,52266,51931,51559,51148,50993,50781,50643,51788,51678,51449
12020,,13221,"Oglethorpe County, GA",County or equivalent,14899,14881,14899,14708,14509,14423,14541,14732,14712,14874,15080,15259,14825,14865,15140
17140,,18115,"Ohio County, IN",County or equivalent,6128,6098,6086,6052,6055,5986,5957,5877,5885,5854,5879,5875,5940,5930,5978
48540,,54069,"Ohio County, WV",County or equivalent,44443,44426,44472,44202,43992,43732,43241,42969,42629,42001,41705,41411,42425,42264,41776
18880,,12091,"Okaloosa County, FL",County or equivalent,180822,180824,180715,183102,189762,192688,194615,197748,200071,203478,206934,210738,211668,211809,213255
36380,,12093,"Okeechobee County, FL",County or equivalent,39996,39996,40025,39869,39710,39482,39569,39854,40769,41275,41654,42168,39644,39641,40266
36420,,40109,"Oklahoma County, OK",County or equivalent,718633,718385,720762,730808,743403,756187,766882,777373,784611,786068,790593,797434,796292,797296,798575
46140,,40111,"Okmulgee County, OK",County or equivalent,40069,40062,40082,39783,39551,39396,39079,39065,39075,38819,38321,38465,36706,36679,36843
44260,,28105,"Oktibbeha County, MS",County or equivalent,47671,47657,47723,47764,48822,49105,49061,49510,49534,49678,49249,49587,51788,51710,51842
31140,,21185,"Oldham County, KY",County or equivalent,60316,60356,60437,60772,62105,63062,63969,64556,65410,66557,66512,66799,67607,67642,68685
11100,,48359,"Oldham County, TX",County or equivalent,2052,2052,2050,2072,2046,2088,2069,2064,2074,2104,2118,2112,1758,1761,1717
13900,,38065,"Oliver County, ND",County or equivalent,1846,1848,1841,1849,1848,1889,1868,1865,1895,1930,1945,1959,1877,1866,1873
40340,,27109,"Olmsted County, MN",County or equivalent,144248,144268,144534,145829,146907,148851,150043,151397,153272,154727,156358,158293,162847,162991,163436
46540,,36065,"Oneida County, NY",County or equivalent,234878,234860,234756,234218,233765,233347,232598,231264,230375,230011,229474,228671,232125,231695,230274
45060,,36067,"Onondaga County, NY",County or equivalent,467026,467067,467533,467614,467030,468146,467285,466277,464109,461795,461649,460528,476516,475653,473236
27340,,37133,"Onslow County, NC",County or equivalent,177772,177801,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938,204576,204735,206160
40380,,36069,"Ontario County, NY",County or equivalent,107931,108099,108176,108599,108611,109044,109334,109271,109229,109538,109738,109777,112458,112475,112508
31080,11244,6059,"Orange County, CA",County or equivalent,3010232,3008989,3015171,3049271,3078068,3104950,3126537,3149280,3164986,3174289,3175973,3175692,3186989,3184101,3167809
36740,,12095,"Orange County, FL",County or equivalent,1145956,1145957,1148564,1170579,1202498,1227435,1256606,1291301,1326516,1355921,1381540,1393452,1429908,1429899,1422746
20500,,37135,"Orange County, NC",County or equivalent,133801,133693,133981,134825,137817,139397,140321,141298,142800,143626,147980,148476,148696,148792,148884
39100,,36071,"Orange County, NY",County or equivalent,372813,372826,373445,374097,373699,374320,374845,375803,377799,379758,382126,384940,401310,401322,404525
13140,,48361,"Orange County, TX",County or equivalent,81837,81837,82012,82341,82887,82811,83244,83955,84549,84971,83474,83396,84808,84702,84742
30100,,50017,"Orange County, VT",County or equivalent,28936,28936,28944,29018,28916,28848,28875,28887,28908,28964,28888,28892,29277,29259,29541
36700,,45075,"Orangeburg County, SC",County or equivalent,92501,92508,92321,91697,91461,90673,90049,89159,88419,87671,87013,86175,84223,83958,82962
40380,,36073,"Orleans County, NY",County or equivalent,42883,42890,42851,42648,42391,42229,41861,41481,41247,40786,40655,40352,40343,40236,40191
35380,,22071,"Orleans Parish, LA",County or equivalent,343829,343828,347772,360735,369787,378637,383940,389742,391843,391493,391004,390144,383997,383282,376971
45820,,20139,"Osage County, KS",County or equivalent,16295,16294,16274,16341,16176,16080,15970,15865,15811,15842,15938,15949,15766,15724,15768
27620,,29151,"Osage County, MO",County or equivalent,13878,13909,13905,13908,13846,13677,13638,13538,13613,13658,13652,13615,13274,13249,13379
46140,,40113,"Osage County, OK",County or equivalent,47472,47473,47498,47784,47460,47391,47493,47338,47364,47346,47121,46963,45818,45741,45772
36740,,12097,"Osceola County, FL",County or equivalent,268685,268685,269837,278636,288876,299238,311046,323736,338209,353623,368456,375751,388656,390855,403282
45060,,36075,"Oswego County, NY",County or equivalent,122109,122105,122137,121981,121458,121170,120590,119735,118895,118427,117515,117124,117525,117351,117387
10460,,35035,"Otero County, NM",County or equivalent,63797,63832,64403,65642,66208,66304,65336,64768,65647,66121,66659,67490,67839,67861,68537
36580,,36077,"Otsego County, NY",County or equivalent,62259,62278,62259,61971,61747,61614,60950,60504,60132,59920,59810,59493,58524,58351,58123
41460,,20143,"Ottawa County, KS",County or equivalent,6091,6091,6096,6064,6029,6044,6030,5934,5905,5817,5752,5704,5735,5733,5838
24340,,26139,"Ottawa County, MI",County or equivalent,263801,263795,264130,266929,270873,274385,277864,280859,283712,286581,289808,291830,296200,296787,299157
45780,,39123,"Ottawa County, OH",County or equivalent,41428,41433,41359,41320,41242,41035,40903,40754,40488,40623,40769,40525,40364,40260,40104
33060,,40115,"Ottawa County, OK",County or equivalent,31848,31848,31859,31869,32181,32163,31929,31862,31592,31368,31319,31127,30285,30209,30340
22260,,27111,"Otter Tail County, MN",County or equivalent,57303,57301,57288,57274,57216,57492,57482,57520,57820,58219,58670,58746,60081,60024,60046
15780,,5103,"Ouachita County, AR",County or equivalent,26120,26128,26046,25737,25398,24948,24761,24316,24013,23817,23620,23382,22650,22592,22306
33740,,22073,"Ouachita Parish, LA",County or equivalent,153720,153734,153969,154650,155256,156062,156360,156880,156897,155841,154571,153279,160368,160003,158768
33940,,8091,"Ouray County, CO",County or equivalent,4436,4442,4456,4423,4507,4552,4574,4608,4789,4813,4822,4952,4874,4869,5035
11540,,55087,"Outagamie County, WI",County or equivalent,176695,176686,176908,177926,179003,180330,182148,183328,184593,185816,186879,187885,190705,190832,191545
18260,,47133,"Overton County, TN",County or equivalent,22083,22082,22092,22165,22164,21969,21951,22067,21964,21998,22068,22241,22511,22588,22839
14020,,18119,"Owen County, IN",County or equivalent,21575,21573,21566,21489,21368,21153,21019,20826,20898,20791,20862,20799,21321,21298,21446
14260,,16073,"Owyhee County, ID",County or equivalent,11526,11526,11473,11376,11409,11394,11288,11288,11364,11618,11669,11823,11913,11978,12336
33340,,55089,"Ozaukee County, WI",County or equivalent,86395,86395,86377,86798,87111,87213,87578,87932,88332,88443,89059,89221,91503,91569,92497
33100,48424,12099,"Palm Beach County, FL",County or equivalent,1320134,1320135,1323619,1336760,1354936,1376462,1398656,1424256,1450890,1470344,1482876,1496770,1492191,1492466,1497987
33420,,48363,"Palo Pinto County, TX",County or equivalent,28111,28132,28095,28062,27867,27886,28041,27966,28125,28544,28874,29189,28409,28427,28686
35100,,37137,"Pamlico County, NC",County or equivalent,13144,13143,13109,13244,13019,12880,12872,12741,12765,12638,12633,12726,12276,12280,12344
19740,,8093,"Park County, CO",County or equivalent,16206,16203,16279,16055,16049,16184,16381,16726,17343,17894,18525,18845,17390,17421,17720
45460,,18121,"Parke County, IN",County or equivalent,17339,17349,17275,17084,17118,17237,17236,16970,16938,16907,16978,16937,16156,16154,16407
19100,23104,48367,"Parker County, TX",County or equivalent,116927,116949,117316,118320,119482,119785,122147,125640,128967,133501,138070,142878,148222,149432,156764
45300,,12101,"Pasco County, FL",County or equivalent,464697,464705,465487,466464,469637,474352,483399,494895,509937,525141,539090,553947,561891,565745,584067
21020,,37139,"Pasquotank County, NC",County or equivalent,40661,40661,40626,40266,40378,39548,39436,39384,39392,39386,39583,39824,40568,40645,40821
35620,35614,34031,"Passaic County, NJ",County or equivalent,501226,501600,502023,503264,503558,503857,504547,504629,504147,504402,503183,501826,524118,523100,518117
12060,,13223,"Paulding County, GA",County or equivalent,142324,142397,142837,143606,144738,146753,148532,151649,155246,159509,164053,168667,168661,169660,173780
46140,,40117,"Pawnee County, OK",County or equivalent,16577,16570,16589,16731,16447,16456,16355,16439,16471,16419,16356,16376,15553,15544,15741
36620,,16075,"Payette County, ID",County or equivalent,22623,22622,22637,22547,22675,22550,22754,22790,22888,23163,23507,23951,25386,25589,26350
44660,,40119,"Payne County, OK",County or equivalent,77350,77347,77416,78238,78725,79698,80520,81363,81850,81908,82172,81784,81646,81592,81989
47580,,13225,"Peach County, GA",County or equivalent,27695,27807,27857,27786,27765,27162,27142,26970,26885,26961,27363,27546,27981,28035,28417
38100,,28109,"Pearl River County, MS",County or equivalent,55834,55739,55693,55441,54999,54833,55121,54944,55037,55255,55323,55535,56145,56140,56503
48900,,37141,"Pender County, NC",County or equivalent,52217,52196,52415,53175,53714,54779,55900,57426,58771,60719,62017,63060,60203,60563,62815
17140,,21191,"Pendleton County, KY",County or equivalent,14877,14874,14915,14662,14552,14565,14476,14487,14595,14602,14588,14590,14644,14640,14607
39660,,46103,"Pennington County, SD",County or equivalent,100948,100960,101243,102404,104232,105919,107510,108088,109111,110503,111950,113775,109222,109475,111806
12620,,23019,"Penobscot County, ME",County or equivalent,153923,153931,153861,153759,153347,153222,153201,151929,151333,151645,151817,152148,152199,152007,152765
37900,,17143,"Peoria County, IL",County or equivalent,186494,186496,186222,186754,187317,188643,187512,186481,185043,182525,180620,179179,181830,181225,179432
21020,,37143,"Perquimans County, NC",County or equivalent,13453,13452,13480,13498,13587,13634,13538,13463,13402,13439,13381,13463,13005,12997,13130
30780,,5105,"Perry County, AR",County or equivalent,10445,10444,10444,10383,10328,10335,10360,10307,10286,10346,10380,10455,10019,9997,9964
25620,,28111,"Perry County, MS",County or equivalent,12250,12251,12234,12151,11996,12009,12053,12071,12056,12014,11918,11973,11511,11470,11571
18140,,39127,"Perry County, OH",County or equivalent,36058,36037,36037,36232,35984,36000,35926,35967,35998,35972,36039,36134,35408,35439,35460
25420,,42099,"Perry County, PA",County or equivalent,45969,45931,45921,45924,45808,45649,45661,45849,45945,46046,46154,46272,45842,45821,45986
20500,,37145,"Person County, NC",County or equivalent,39464,39476,39411,39520,39175,39239,39114,39190,39270,39338,39436,39490,39097,39146,39127
40060,,51730,"Petersburg city, VA",County or equivalent,32420,32441,32502,32091,31996,32311,32241,31892,31380,31137,31056,31346,33458,33428,33429
42740,,29159,"Pettis County, MO",County or equivalent,42201,42214,42274,42155,42304,42196,42200,42300,42249,42445,42441,42339,42980,42951,43188
40620,,29161,"Phelps County, MO",County or equivalent,45156,45124,45294,45246,45230,45006,44925,44766,44708,44551,44551,44573,44638,44517,44937
37980,37964,42101,"Philadelphia County, PA",County or equivalent,1526006,1526012,1528283,1540466,1551824,1558313,1565460,1571065,1576051,1580601,1583592,1584064,1603797,1601005,1576251
25760,,5107,"Phillips County, AR",County or equivalent,21757,21755,21676,21406,20736,20437,19952,19546,19050,18599,18054,17782,16568,16445,15906
16580,,17147,"Piatt County, IL",County or equivalent,16729,16725,16709,16679,16501,16429,16409,16350,16524,16422,16366,16344,16673,16654,16753
18140,,39129,"Pickaway County, OH",County or equivalent,55698,55684,55740,55948,56237,56355,56704,56989,57545,57740,58077,58457,58539,58628,59333
46220,,1107,"Pickens County, AL",County or equivalent,19746,19746,19749,19354,19309,19300,20272,20776,20325,20204,19980,19930,19123,19062,18801
12060,,13227,"Pickens County, GA",County or equivalent,29431,29404,29436,29390,29260,29387,29807,30136,30652,31541,32014,32591,33216,33333,34024
24860,,45077,"Pickens County, SC",County or equivalent,119224,119385,119337,119698,119807,119249,120543,121500,123020,123518,125225,126884,131404,131602,132229
