,RegionID,RegionName,Statename,julyvalue16,julyvalue17,julyvalue18,julyvalue19,julyvalue20,julyvalue21,Janvalue22,febvalue22,marchvalue22,aprvalue22,mayvalue22,junevalue22,julyvalue22,JulyListings22,JulyInv22,pop20,PopMale20,PopFemale20,MedianAge20,MedianAgeMale20,medianAgeFemale20,pop21,PopMale21,PopFemale21,MedianAgeMale21,MedianAgeFemale21,MedianAge21,StateCode
229,394553,"East Stroudsburg, PA",PA,145057,150341,161351,173450,183430,245570,276703,280708,284692,288221,292040,295297,297448,428.0,1044,168248.0,84130.0,84118.0,43.1,42.2,44.0,169273.0,84802.0,84471.0,42.1,44.0,43.0,13
230,394554,"Easton, MD",MD,284658,285341,314558,314210,312038,385051,414820,421995,426146,429191,430689,433695,437059,64.0,158,37456.0,17857.0,19599.0,51.0,49.0,52.9,37626.0,17971.0,19655.0,49.3,53.0,51.1,26
231,394555,"Eau Claire, WI",WI,151266,162253,174858,181518,199246,226874,239902,242975,245699,251058,254201,258371,261126,215.0,581,172097.0,87259.0,84838.0,37.7,37.3,38.2,173317.0,87937.0,85380.0,37.5,38.4,38.0,17
232,394556,"Edwards, CO",CO,642697,685141,725150,747436,770741,906468,1068714,1106128,1142568,1179698,1203411,1230208,1258585,150.0,382,55665.0,29529.0,26136.0,39.1,39.1,39.2,55727.0,29503.0,26224.0,39.8,39.8,39.8,37
233,394557,"Effingham, IL",IL,129289,136469,143147,149956,152459,165677,174384,176505,177572,178600,179198,180700,182304,29.0,60,34614.0,17376.0,17238.0,39.6,38.5,40.8,34430.0,17357.0,17073.0,38.7,41.1,39.9,42
234,394558,"El Campo, TX",TX,125910,133903,139510,145537,150480,169051,180796,185173,186492,188072,188756,191456,194060,36.0,142,41550.0,20600.0,20950.0,37.3,36.3,38.3,41721.0,20669.0,21052.0,36.4,38.5,37.5,2
235,394559,"El Centro, CA",CA,185754,193863,206027,216422,223170,284915,304158,309596,312675,317059,321062,326356,335625,88.0,175,179489.0,92228.0,87261.0,32.7,32.0,33.6,179851.0,92642.0,87209.0,32.2,33.8,33.0,25
236,394560,"El Dorado, AR",AR,68597,71598,75197,79726,81797,89981,95907,98573,99904,101206,101643,102144,102762,25.0,77,38925.0,19014.0,19911.0,40.3,39.0,41.5,38340.0,18731.0,19609.0,39.3,41.6,40.5,19
237,394561,"El Paso, TX",TX,123878,129671,130075,138893,141488,166896,180836,182827,184999,188461,192124,195788,198095,756.0,1735,869289.0,432410.0,436879.0,32.8,31.4,34.4,871234.0,433945.0,437289.0,31.7,34.7,33.2,2
238,394562,"Elizabeth City, NC",NC,160944,159661,162000,167004,171579,193433,208473,214150,216166,218156,219361,223014,226669,95.0,227,53642.0,26140.0,27502.0,41.1,39.4,42.7,53951.0,26311.0,27640.0,39.5,42.8,41.1,20
239,394563,"Elizabethtown, KY",KY,134518,142102,148208,155506,163669,189241,203851,206353,208555,211070,213526,215501,217206,182.0,377,155570.0,78078.0,77492.0,38.1,36.9,39.3,156766.0,78771.0,77995.0,36.9,39.3,38.1,38
240,394564,"Elk City, OK",OK,91435,95035,98870,110225,112606,120156,129636,132130,132673,133133,133374,134824,136170,39.0,154,22302.0,11931.0,10371.0,36.0,35.3,37.1,22046.0,11826.0,10220.0,35.5,37.5,36.5,3
241,394565,"Elkhart, IN",IN,134640,143770,153588,162240,173187,200779,220828,225451,230543,234427,237210,237179,237483,224.0,365,206842.0,102850.0,103992.0,35.5,34.6,36.6,206921.0,102882.0,104039.0,34.6,36.6,35.6,16
242,394566,"Elko, NV",NV,243846,268040,301684,310057,305568,320724,340460,349665,354111,359343,362335,366549,370230,70.0,166,55597.0,29054.0,26543.0,35.2,35.3,35.1,55818.0,29107.0,26711.0,35.6,35.3,35.5,43
243,394567,"Ellensburg, WA",WA,271359,0,316042,336764,349124,443847,507867,515940,525821,535435,536228,537936,541507,119.0,244,44589.0,22620.0,21969.0,34.8,34.5,35.1,45499.0,22993.0,22506.0,35.1,35.6,35.4,1
244,394568,"Elmira, NY",NY,91761,94613,99445,101906,103242,116458,129086,131170,132339,132449,132180,132269,133120,106.0,236,83882.0,41795.0,42087.0,41.8,40.5,43.3,83045.0,41441.0,41604.0,40.5,43.3,41.9,9
245,394569,"Emporia, KS",KS,99705,101559,105428,108135,109904,125076,132284,133135,133110,132969,133334,134839,136814,42.0,74,34664.0,17042.0,17622.0,34.1,34.0,34.3,34596.0,17004.0,17592.0,34.2,34.6,34.4,21
246,394570,"Enid, OK",OK,81547,86894,89613,90654,90030,95516,102185,102920,103599,103863,105312,106588,108318,88.0,192,62629.0,31670.0,30959.0,36.4,35.2,37.7,61926.0,31239.0,30687.0,35.6,37.8,36.7,3
247,394571,"Enterprise, AL",AL,120260,123209,127387,132237,136532,151981,160250,162304,162994,164202,165496,167551,169038,85.0,171,53565.0,26565.0,27000.0,39.4,38.1,40.6,54174.0,26802.0,27372.0,38.0,40.5,39.2,11
248,394572,"Erie, PA",PA,124729,125166,128304,131456,136290,156997,167988,169628,171966,174488,177221,179363,180767,279.0,552,270427.0,134472.0,135955.0,40.2,39.0,41.4,269011.0,133854.0,135157.0,39.2,41.5,40.4,13
249,394573,"Escanaba, MI",MI,91375,96834,102254,105906,107899,121421,131042,132200,132207,131718,132199,133210,134417,46.0,122,36842.0,18485.0,18357.0,47.5,46.3,48.7,36826.0,18491.0,18335.0,46.2,48.8,47.5,4
250,394574,"Espanola, NM",NM,161998,161595,166554,172607,175912,202047,217673,222925,222739,223519,222753,224909,226937,12.0,54,40264.0,19889.0,20375.0,41.7,40.8,42.6,40179.0,19778.0,20401.0,41.0,42.7,41.9,6
251,394576,"Eugene, OR",OR,245849,268978,290913,310058,332412,404077,437144,443416,450451,456491,460858,463904,464943,513.0,928,382940.0,189152.0,193788.0,40.1,39.0,41.1,383189.0,188973.0,194216.0,39.3,41.4,40.3,8
252,394577,"Eureka, CA",CA,283847,313919,324508,326034,333693,392841,452028,461643,467003,471389,476221,481866,486490,132.0,346,136351.0,67879.0,68472.0,39.1,38.6,39.6,136310.0,67757.0,68553.0,39.0,40.0,39.5,25
253,394578,"Evanston, WY",WY,192130,193498,198341,204995,209373,230129,247624,253858,255940,258011,259436,261219,263050,31.0,72,20441.0,10411.0,10030.0,37.4,37.3,37.4,20635.0,10529.0,10106.0,37.4,37.7,37.5,44
254,394579,"Evansville, IN",IN,122974,127875,134637,140166,147536,171425,181812,183873,186213,188149,189214,190199,190606,413.0,788,313930.0,154055.0,159875.0,39.7,38.7,40.7,313946.0,154059.0,159887.0,38.8,40.7,39.8,16
255,394580,"Fairbanks, AK",AK,162068,170128,174598,175471,182846,197694,197568,197976,195646,195065,192923,190872,188854,184.0,365,95286.0,51471.0,43815.0,32.4,31.5,33.3,95593.0,51753.0,43840.0,31.5,33.4,32.5,15
256,394582,"Fairmont, WV",WV,95064,98585,104597,109374,112409,122105,129646,132634,133756,134897,135532,136129,136729,51.0,189,56157.0,27986.0,28171.0,40.6,39.3,41.8,56001.0,27887.0,28114.0,39.3,41.6,40.5,30
257,394584,"Fallon, NV",NV,184269,202313,232060,247084,255173,296148,324745,335197,339779,344804,346858,350630,354043,38.0,96,25539.0,13021.0,12518.0,38.9,38.2,39.9,25723.0,13133.0,12590.0,38.2,40.0,39.1,43
258,394585,"Fargo, ND",ND,222989,226712,229729,230354,234688,254050,267168,269434,271981,274598,277526,280197,282439,343.0,730,250219.0,126463.0,123756.0,33.1,32.9,33.3,252136.0,127393.0,124743.0,33.1,33.4,33.2,34
259,394586,"Faribault, MN",MN,199232,223274,239010,246652,253358,300021,315391,315726,317779,319073,322482,322293,323283,88.0,199,67030.0,34418.0,32612.0,37.1,36.9,37.3,67262.0,34693.0,32569.0,37.0,37.6,37.3,10
260,394587,"Farmington, MO",MO,102790,109673,117839,124240,123493,144992,163780,166806,170243,172612,174132,175420,177643,80.0,169,66900.0,35490.0,31410.0,39.7,38.7,40.9,67541.0,35871.0,31670.0,38.7,41.0,39.9,39
261,394588,"Farmington, NM",NM,117910,123510,126954,131227,147914,176490,194807,198171,201320,203872,207146,210448,213885,88.0,217,121429.0,60280.0,61149.0,36.7,36.0,37.5,120993.0,59920.0,61073.0,36.4,37.9,37.1,6
262,394589,"Fayetteville, NC",NC,119583,125376,127069,132389,138541,160627,174713,177144,179845,182713,186052,189331,192624,680.0,1082,520354.0,258344.0,262010.0,33.0,31.2,34.9,524588.0,260112.0,264476.0,31.2,34.9,33.0,20
263,394590,"Fayetteville, AR",AR,163592,172326,185155,193832,204732,249015,279168,283597,288194,293456,299939,305913,310329,874.0,1636,549566.0,275737.0,273829.0,34.6,33.9,35.2,560709.0,281223.0,279486.0,34.1,35.4,34.8,19
264,394591,"Fergus Falls, MN",MN,201393,214519,228371,239286,244565,274847,293842,296265,295648,295171,296216,298970,302063,126.0,274,60024.0,30356.0,29668.0,45.9,44.7,47.2,60046.0,30372.0,29674.0,44.7,47.2,46.0,10
265,394592,"Fernley, NV",NV,199084,230309,267526,279750,290079,357278,404291,410477,415334,421093,422864,420701,417309,111.0,274,59431.0,30661.0,28770.0,42.5,41.9,43.2,60903.0,31567.0,29336.0,41.4,43.1,42.2,43
266,394593,"Findlay, OH",OH,124052,141056,148408,155933,168559,182671,193958,195813,197904,199621,201632,203072,204877,116.0,216,74830.0,37336.0,37494.0,39.6,38.5,40.8,74656.0,37256.0,37400.0,38.6,40.9,39.8,5
267,394594,"Fitzgerald, GA",GA,68787,72333,76718,80282,79584,88808,94964,97809,98932,100116,100477,101887,102943,12.0,41,17153.0,8102.0,9051.0,39.6,38.0,41.0,17158.0,8106.0,9052.0,38.0,40.8,39.4,7
268,394595,"Flagstaff, AZ",AZ,316808,337170,353896,369186,383438,499566,577017,583629,595910,612826,630614,639178,639707,239.0,578,145116.0,71809.0,73307.0,31.8,31.9,31.6,145052.0,71704.0,73348.0,32.4,32.0,32.2,47
269,394596,"Flint, MI",MI,98522,109053,117063,127323,132446,158925,168627,170466,173220,175110,175956,175834,175925,643.0,1376,405648.0,196705.0,208943.0,40.7,39.3,42.0,404208.0,195908.0,208300.0,39.2,42.0,40.6,4
270,394597,"Florence, SC",SC,113531,116828,121904,123428,127530,141331,154152,156698,158969,160852,163358,165972,168192,193.0,448,199638.0,94051.0,105587.0,40.0,38.5,41.4,199259.0,93818.0,105441.0,38.4,41.5,40.0,31
271,394598,"Florence, AL",AL,105659,109361,113838,117733,122515,140950,154313,158155,160203,162715,164522,166234,168360,186.0,421,150846.0,72773.0,78073.0,41.7,40.2,43.1,151517.0,73113.0,78404.0,40.1,43.0,41.5,11
272,394599,"Fond du Lac, WI",WI,121841,130641,137588,144868,150805,173512,186101,188130,189654,190756,190894,191772,193218,121.0,305,104076.0,51652.0,52424.0,41.6,40.9,42.3,104362.0,51773.0,52589.0,41.1,42.4,41.8,17
273,394600,"Forest City, NC",NC,117359,121845,129551,136991,143692,168771,185711,189699,191799,194206,196831,200689,204518,98.0,199,64421.0,31371.0,33050.0,45.6,44.3,46.8,64586.0,31410.0,33176.0,44.2,46.8,45.5,20
274,394601,"Forrest City, AR",AR,47339,47977,48029,51162,53773,57931,61425,62923,63643,64569,64952,65436,65766,9.0,44,23046.0,12858.0,10188.0,39.0,38.1,41.2,22739.0,12731.0,10008.0,38.2,41.2,39.7,19
275,394602,"Fort Collins, CO",CO,345964,377585,396219,410107,425253,489302,540660,549597,558251,568532,579167,585565,585636,717.0,1807,359686.0,180146.0,179540.0,36.6,35.8,37.5,362533.0,181436.0,181097.0,36.2,37.9,37.0,37
276,394604,"Fort Leonard Wood, MO",MO,153083,157179,159245,163393,157156,170429,176580,179073,180143,181238,181965,184175,185992,86.0,184,53964.0,30536.0,23428.0,28.3,26.0,31.7,53816.0,30523.0,23293.0,26.0,32.1,29.1,39
277,394605,"Fort Madison, IA",IA,83694,87295,89875,92183,92621,100003,104682,106289,106980,107493,107886,108590,109412,62.0,180,57696.0,29165.0,28531.0,43.9,42.7,45.3,57351.0,28993.0,28358.0,42.8,45.3,44.0,14
278,394606,"Fort Morgan, CO",CO,173962,190606,208200,223023,231957,269261,293243,297116,298600,300112,302553,307537,312765,45.0,124,29065.0,14920.0,14145.0,36.0,35.6,36.5,29008.0,14900.0,14108.0,35.9,36.7,36.3,37
279,394608,"Fort Polk South, LA",LA,97618,99705,98859,102680,102592,106670,111678,113177,113883,114730,115250,116342,117472,31.0,95,48582.0,25903.0,22679.0,31.0,29.4,33.1,48027.0,25598.0,22429.0,29.6,33.3,31.4,12
280,394609,"Fort Smith, AR",AR,99018,102725,105956,110027,115000,126835,136398,138959,140638,142638,143703,144817,146198,307.0,742,244223.0,120731.0,123492.0,39.1,38.0,40.2,245459.0,121239.0,124220.0,38.0,40.1,39.0,19
281,394612,"Fort Wayne, IN",IN,119802,129269,137232,148921,159642,184172,198726,200708,202542,205603,208658,211286,212087,602.0,946,420208.0,207355.0,212853.0,36.4,35.5,37.3,423038.0,208764.0,214274.0,35.5,37.4,36.5,16
282,394613,"Frankfort, IN",IN,96024,100039,105541,112851,118640,136031,145197,147756,148886,150195,151242,153019,154602,44.0,78,33151.0,16579.0,16572.0,37.7,36.6,38.8,33065.0,16568.0,16497.0,36.7,39.0,37.9,16
283,394614,"Frankfort, KY",KY,135325,140787,147186,152269,154167,176292,189529,192466,194276,196059,197999,200344,202591,98.0,172,75438.0,36830.0,38608.0,40.9,39.7,42.0,75717.0,37024.0,38693.0,39.8,42.2,41.0,38
284,394615,"Fredericksburg, TX",TX,312866,335773,362980,379506,359444,424659,470092,484014,489033,496381,502424,514156,524337,40.0,159,26732.0,13089.0,13643.0,50.0,48.2,51.4,27297.0,13292.0,14005.0,48.1,51.2,49.7,2
285,394616,"Freeport, IL",IL,85609,84096,86543,89662,92098,101087,106131,107200,107826,108457,108869,109751,110749,58.0,131,44457.0,21760.0,22697.0,45.3,43.9,46.5,44021.0,21538.0,22483.0,43.8,46.6,45.2,42
286,394617,"Fremont, NE",NE,122020,129975,138892,147717,152306,171354,181982,184665,185110,185718,186565,188623,190574,48.0,89,37102.0,18581.0,18521.0,39.2,38.2,40.4,37103.0,18588.0,18515.0,38.2,40.3,39.2,29
287,394618,"Fremont, OH",OH,102779,109147,115976,121699,125348,140613,149096,151181,151743,152167,152701,154187,155004,62.0,110,58832.0,29363.0,29469.0,42.1,41.1,43.2,58715.0,29319.0,29396.0,41.3,43.1,42.2,5
288,394619,"Fresno, CA",CA,217065,234808,256647,264952,277209,337197,365431,371051,376681,381935,385870,389006,390953,911.0,1793,1008966.0,506149.0,502817.0,32.9,32.3,33.5,1013581.0,508597.0,504984.0,32.5,33.7,33.1,25
289,394620,"Gadsden, AL",AL,82857,83977,90820,93873,97582,111114,124660,128172,129665,131182,131864,132937,133942,118.0,311,103393.0,50392.0,53001.0,41.8,40.3,43.2,103162.0,50255.0,52907.0,40.3,43.2,41.8,11
290,394621,"Gaffney, SC",SC,74077,79819,86138,87707,94544,106053,111079,113203,113906,114937,115684,117654,119548,43.0,100,56179.0,27588.0,28591.0,39.7,38.4,40.9,56052.0,27532.0,28520.0,38.4,41.1,39.8,31
291,394622,"Gainesville, FL",FL,163958,174657,188039,196295,207168,235234,258655,263234,267809,273078,277597,282636,286292,404.0,862,339663.0,165395.0,174268.0,34.4,33.5,35.3,341756.0,166174.0,175582.0,33.9,35.7,34.8,18
292,394623,"Gainesville, GA",GA,195388,208105,223343,234458,246091,292224,344093,352815,359750,366239,370996,377135,380580,317.0,745,203589.0,101771.0,101818.0,37.8,36.8,38.7,207369.0,103688.0,103681.0,37.1,39.0,38.0,7
293,394624,"Gainesville, TX",TX,156241,167343,176613,184084,191467,221492,241572,249156,252723,257154,259911,265360,270558,60.0,133,41697.0,20816.0,20881.0,40.1,38.8,41.3,42244.0,21018.0,21226.0,39.2,41.6,40.4,2
294,394625,"Galesburg, IL",IL,69043,72633,75595,78739,78949,84791,87979,89108,89651,90144,90414,91134,91627,53.0,133,49736.0,25321.0,24415.0,42.4,40.5,44.8,49268.0,25217.0,24051.0,40.6,44.8,42.7,42
296,394627,"Garden City, KS",KS,137986,149288,158656,166532,171663,194184,205024,206767,206732,206723,207617,210516,213398,35.0,80,42268.0,21759.0,20509.0,31.9,31.3,32.4,41998.0,21606.0,20392.0,31.6,32.5,32.0,21
297,394628,"Gardnerville Ranchos, NV",NV,358627,388388,437796,470126,483683,607353,694047,705877,717255,727026,730332,726147,722020,112.0,262,49468.0,25053.0,24415.0,53.6,52.3,54.6,49870.0,25241.0,24629.0,52.7,55.3,54.0,43
298,394629,"Georgetown, SC",SC,211211,221836,229535,239390,245448,278516,318449,323058,328948,335246,344366,355068,364180,117.0,280,63440.0,30178.0,33262.0,51.4,49.7,52.8,63921.0,30382.0,33539.0,50.4,53.4,51.9,31
299,394630,"Gettysburg, PA",PA,193701,202065,211018,216610,223401,248223,264534,267113,269327,271766,275318,279232,282314,109.0,229,103795.0,51509.0,52286.0,44.3,43.1,45.6,104127.0,51577.0,52550.0,43.2,45.6,44.4,13
300,394631,"Gillette, WY",WY,256689,259312,265087,272175,272682,283754,297568,303495,305124,306831,307955,309023,310681,79.0,160,61103.0,31414.0,29689.0,37.0,37.0,36.9,60461.0,30990.0,29471.0,37.5,37.4,37.5,44
301,394632,"Glasgow, KY",KY,101095,106747,111671,117611,118800,136313,146567,149346,150787,152160,153369,154734,156024,58.0,185,54716.0,26689.0,28027.0,40.8,39.5,42.2,54893.0,26865.0,28028.0,39.4,42.2,40.8,38
302,394633,"Glens Falls, NY",NY,174240,180892,182820,192025,192359,222965,241248,246811,250753,254163,256401,258406,260063,176.0,424,126781.0,64255.0,62526.0,45.8,44.2,47.7,126574.0,64311.0,62263.0,44.2,47.7,46.0,9
303,394634,"Gloversville, NY",NY,103636,109061,113993,117788,121277,144453,160553,162741,164559,164036,164372,164198,165924,72.0,168,53160.0,26536.0,26624.0,43.9,42.7,45.2,53116.0,26566.0,26550.0,42.8,45.1,44.0,9
304,394635,"Goldsboro, NC",NC,124506,124476,128255,130172,136813,157999,173277,176158,179748,183146,187345,190752,194183,136.0,215,117226.0,57754.0,59472.0,37.5,35.5,39.5,116835.0,57367.0,59468.0,35.6,39.4,37.5,20
305,394637,"Grand Forks, ND",ND,200191,0,207051,213529,211846,223587,236792,239028,240683,242541,245336,248351,250421,134.0,304,104113.0,53454.0,50659.0,32.9,32.0,33.9,103462.0,52990.0,50472.0,32.3,34.1,33.2,34
306,394638,"Grand Island, NE",NE,134296,143734,152017,161796,165999,184909,196573,199353,199837,200380,201187,203127,204952,81.0,176,76885.0,38983.0,37902.0,37.1,36.4,37.8,76175.0,38705.0,37470.0,36.7,38.3,37.5,29
307,394639,"Grand Junction, CO",CO,216942,224354,248057,263301,282402,335765,369148,370825,377031,383080,388762,392191,393671,342.0,698,155939.0,77372.0,78567.0,40.4,39.3,41.5,157335.0,78122.0,79213.0,39.6,41.8,40.7,37
308,394640,"Grand Rapids, MI",MI,169630,186854,201794,216312,228136,267804,286531,291093,296024,301315,305892,309523,310956,1468.0,2698,1088203.0,544909.0,543294.0,36.3,35.6,37.0,1091620.0,546804.0,544816.0,35.8,37.2,36.5,4
309,394641,"Grants Pass, OR",OR,241863,266106,288682,287856,310980,377750,414090,416798,417069,417724,417680,416507,413388,145.0,417,88105.0,43131.0,44974.0,47.2,45.3,49.1,88346.0,43264.0,45082.0,45.1,49.1,47.1,8
310,394643,"Great Bend, KS",KS,0,0,78427,80537,80415,88733,92946,93475,93457,93409,93600,94638,95919,26.0,63,25419.0,12608.0,12811.0,40.1,39.3,40.9,25216.0,12540.0,12676.0,39.2,40.8,40.0,21
311,394644,"Great Falls, MT",MT,180535,184563,191539,201728,209223,243104,271139,276228,282767,287801,293373,297357,300567,128.0,215,84328.0,42860.0,41468.0,38.3,36.9,40.0,84511.0,42955.0,41556.0,36.9,40.0,38.5,33
312,394645,"Greeley, CO",CO,300717,333665,360507,377303,390353,450684,493864,503264,514636,527992,535058,538804,538171,655.0,1440,331358.0,168526.0,162832.0,35.0,34.9,35.1,340036.0,172812.0,167224.0,35.0,35.3,35.1,37
313,394646,"Green Bay, WI",WI,152671,162422,174178,182934,193570,225823,236931,239637,243407,247186,249942,252501,254201,376.0,1003,328323.0,164842.0,163481.0,39.3,38.7,39.9,329490.0,165534.0,163956.0,38.9,40.2,39.5,17
314,394647,"Greeneville, TN",TN,86886,90054,93111,96946,107651,135346,167268,173835,179611,186604,190394,192546,191697,89.0,163,70220.0,34766.0,35454.0,45.4,43.8,46.9,70621.0,34995.0,35626.0,44.2,47.1,45.7,22
315,394648,"Greensboro, NC",NC,129779,137081,144007,153434,165280,193103,212247,215974,219761,224149,228057,231400,233676,243.0,391,776761.0,373609.0,403152.0,39.2,38.2,40.1,778848.0,374171.0,404677.0,38.3,40.2,39.2,20
316,394649,"Greensburg, IN",IN,128214,134537,144333,152555,157777,179192,190237,193425,194736,196214,197247,199128,200876,35.0,80,26477.0,13258.0,13219.0,39.8,39.1,40.5,26320.0,13137.0,13183.0,39.1,40.5,39.8,16
317,394651,"Greenville, NC",NC,126898,131253,136376,143709,152008,0,197362,200058,202994,206800,209895,213021,215413,187.0,302,170570.0,80408.0,90162.0,33.2,31.9,34.4,172169.0,80963.0,91206.0,32.0,34.3,33.1,20
318,394652,"Greenville, OH",OH,126634,130034,136449,141471,144357,162610,172418,174907,175511,175929,175589,176316,177094,57.0,139,51882.0,25962.0,25920.0,41.7,40.5,42.9,51597.0,25818.0,25779.0,40.5,42.9,41.7,5
319,394653,"Greenville, SC",SC,170084,182229,194895,206563,215879,244361,272235,277994,283625,290098,296266,302039,305625,1282.0,2440,930165.0,454286.0,475879.0,38.8,37.6,39.9,940774.0,458815.0,481959.0,37.8,40.0,38.9,31
320,394654,"Greenwood, MS",MS,73286,76272,80082,84628,89080,96548,96804,96448,96568,96187,95818,96123,97131,11.0,55,38137.0,18274.0,19863.0,37.5,35.5,39.3,37436.0,17956.0,19480.0,36.0,40.0,38.0,41
321,394655,"Greenwood, SC",SC,99151,104289,110877,115724,119816,133157,147373,149658,150869,152525,153968,156533,157202,88.0,213,69380.0,32599.0,36781.0,39.6,38.9,40.3,69241.0,32529.0,36712.0,39.0,40.7,39.9,31
322,394656,"Grenada, MS",MS,0,0,0,0,0,103215,107489,108774,109861,110917,111591,112460,113319,16.0,45,21581.0,10334.0,11247.0,39.7,38.1,41.1,21365.0,10187.0,11178.0,38.0,41.1,39.5,41
323,394658,"Gulfport, MS",MS,123832,129301,134993,140557,146486,164881,181868,184898,187247,190439,193457,197016,199257,618.0,1535,416312.0,204834.0,211478.0,39.0,37.9,40.1,418082.0,205413.0,212669.0,38.0,40.3,39.1,41
325,394660,"Hagerstown, WV",MD,176591,182670,194387,201894,208350,246604,268247,271971,274792,277440,280239,283644,286926,403.0,788,294277.0,149032.0,145245.0,40.3,39.3,41.3,298227.0,151249.0,146978.0,39.3,41.3,40.3,26
326,394661,"Hammond, LA",LA,157905,163134,161402,161639,166961,177143,193186,196988,200723,203654,207059,208841,209453,117.0,292,133549.0,65085.0,68464.0,36.1,35.2,37.0,135217.0,65804.0,69413.0,35.3,37.0,36.1,12
327,394662,"Hanford, CA",CA,193098,209333,217831,227429,243029,282791,308778,313629,318651,324686,330138,334605,338328,84.0,195,152627.0,84295.0,68332.0,32.2,32.7,31.6,153443.0,84786.0,68657.0,32.9,31.7,32.3,25
328,394663,"Hannibal, MO",MO,107235,113678,120252,126253,126813,143312,151295,153833,155083,156413,157336,159531,161795,47.0,112,38821.0,19159.0,19662.0,41.2,40.5,41.9,38879.0,19176.0,19703.0,40.7,42.0,41.4,39
329,394666,"Harrisburg, PA",PA,172156,179255,185122,190999,199573,226669,242592,245954,248747,251250,253288,255541,257319,676.0,1342,592361.0,293165.0,299196.0,40.1,39.0,41.3,596305.0,295337.0,300968.0,39.0,41.3,40.1,13
330,394667,"Harrison, AR",AR,108159,113573,117726,123605,126650,140853,151027,154796,156482,158396,159400,160931,162327,55.0,154,44550.0,22184.0,22366.0,43.3,41.8,44.9,45034.0,22383.0,22651.0,41.7,44.6,43.2,19
331,394668,"Harrisonburg, VA",VA,199473,205155,213850,224500,232001,257583,273381,277197,278308,279455,280423,283577,286770,126.0,233,135433.0,66368.0,69065.0,35.0,35.0,35.0,135824.0,66626.0,69198.0,35.1,35.2,35.2,36
332,394669,"Hartford, CT",CT,225900,231634,237004,238018,244353,287061,301836,304512,307905,312481,317713,322222,323880,1483.0,2603,1211505.0,594847.0,616658.0,40.6,39.1,42.1,1211906.0,594767.0,617139.0,39.2,42.1,40.7,40
333,394670,"Hastings, NE",NE,116344,121710,129763,138041,141307,157668,166526,168797,169010,169197,169631,171185,172823,38.0,66,31147.0,15552.0,15595.0,37.9,37.0,38.9,31027.0,15496.0,15531.0,37.2,39.2,38.2,29
334,394671,"Hattiesburg, MS",MS,132311,135346,140281,145666,148578,159986,169729,173830,175226,176817,177588,179451,181059,188.0,388,172287.0,82686.0,89601.0,35.9,35.2,36.7,173078.0,82879.0,90199.0,35.3,36.8,36.0,41
335,394673,"Hays, KS",KS,0,0,173587,177155,181460,194727,202846,203899,204261,204790,205996,208120,210062,39.0,74,28931.0,14521.0,14410.0,34.3,33.5,35.2,28790.0,14456.0,14334.0,34.0,35.6,34.8,21
336,394674,"Heber, UT",UT,392803,425164,468292,504257,530721,657671,728063,741292,744340,746711,751222,764884,779090,86.0,269,77484.0,39792.0,37692.0,38.2,38.0,38.3,79266.0,40715.0,38551.0,38.5,38.8,38.6,45
337,394675,"Helena, MT",MT,244818,254906,271007,284846,296078,377996,408665,418038,428112,436604,443878,447609,451772,128.0,244,83226.0,41555.0,41671.0,42.1,41.4,42.8,84693.0,42228.0,42465.0,41.5,42.7,42.1,33
339,394677,"Henderson, NC",NC,76060,78598,81499,85370,88455,102775,111827,113676,115605,117360,120138,122374,124674,28.0,64,42529.0,19967.0,22562.0,40.3,38.2,42.0,42185.0,19779.0,22406.0,38.0,42.1,40.0,20
340,394678,"Hereford, TX",TX,75391,83312,88466,94077,98022,113755,122617,125958,127153,129173,130678,132662,134069,7.0,35,18503.0,9310.0,9193.0,31.4,30.9,32.0,18329.0,9199.0,9130.0,31.0,32.0,31.5,2
341,394679,"Hickory, NC",NC,128809,135210,145102,154695,162526,190482,210687,213450,215399,217262,219828,223671,227019,379.0,695,365235.0,181739.0,183496.0,43.4,42.1,44.9,366441.0,182374.0,184067.0,42.2,44.9,43.5,20
342,394680,"Hilo, HI",HI,341677,359654,362887,376286,397058,457360,527632,538480,551604,568316,583607,595340,602713,262.0,690,200746.0,99905.0,100841.0,43.2,42.6,43.8,202906.0,100729.0,102177.0,42.8,44.0,43.4,48
343,394681,"Hilton Head Island, SC",SC,293013,294656,306187,315796,324479,373174,438937,449287,460533,471845,483783,494955,503060,557.0,1187,216764.0,106809.0,109955.0,47.0,44.3,49.5,222072.0,109148.0,112924.0,45.2,50.2,47.7,31
344,394682,"Hinesville, GA",GA,129998,137821,147550,153048,153358,163276,177643,181638,183951,187014,189443,192650,195393,150.0,290,81507.0,41402.0,40105.0,29.5,28.4,30.8,82863.0,41973.0,40890.0,28.7,31.0,29.9,7
345,394683,"Hobbs, NM",NM,151729,154660,155490,162643,174422,194370,206954,211707,212420,213320,213635,215212,216629,17.0,45,74586.0,38465.0,36121.0,31.9,31.6,32.2,73004.0,37694.0,35310.0,31.9,32.6,32.2,6
346,394685,"Homosassa Springs, FL",FL,128312,143502,156878,164828,176789,217002,251050,256000,261139,266513,272521,278973,284224,413.0,930,154403.0,75229.0,79174.0,56.9,56.0,57.8,158083.0,77135.0,80948.0,56.0,57.8,56.9,18
